連番,代表字形,別字形1,,別字形2,,別字形3,,別字形4,,別字形5,,別字形6,
5644,8463,T,8463,J,,,,,,,,,,
5645,8466,T,8466,J,82C7,C,,,,,,,,
5646,8469,T,8469,J,,,,,,,,,,
5647,846B,T,846B,J,,,,,,,,,,
5648,846C,T,846C,J,,,,,,,,,,
5649,846D,T,846D,J,,,,,,,,,,
5650,846E,T,846E,J,,,,,,,,,,
5651,846F,T,846F,J,836F,C,,,,,,,,
5652,8471,T,8471,J,,,,,,,,,,
5653,8473,T,8473,C,,,,,,,,,,
5654,8475,T,8475,J,,,,,,,,,,
5655,8476,T,8476,C,,,,,,,,,,
5656,8477,T,8477,J,8364,C,,,,,,,,
5657,8478,T,8478,J,,,,,,,,,,
5658,847A,T,847A,J,,,,,,,,,,
5659,8487,CU,8546,C,,,,,,,,,,
5660,8488,CU,,,,,,,,,,,,
5661,8489,CU,8562,C,,,,,,,,,,
5662,848E,CU,,,,,,,,,,,,
5663,8490,T,8490,J,,,,,,,,,,
5664,8494,T,8494,J,83B3,C,,,,,,,,
5665,8497,CU,,,,,,,,,,,,
5666,8499,T,8499,J,,,,,,,,,,
5667,849C,T,849C,J,,,,,,,,,,
5668,849F,T,849F,J,,,,,,,,,,
5669,84A1,T,84A1,J,,,,,,,,,,
5670,84AF,T,84AF,C,,,,,,,,,,
5671,84B2,T,84B2,J,,,,,,,,,,
5672,84B4,CU,,,,,,,,,,,,
5673,84B8,T,84B8,J,,,,,,,,,,
5674,84B9,T,84B9,J,,,,,,,,,,
5675,84BA,T,84BA,J,,,,,,,,,,
5676,84BB,T,84BB,J,,,,,,,,,,
5677,84BC,T,84BC,J,82CD,C,,,,,,,,
5678,84BD,CU,,,,,,,,,,,,
5679,84BF,T,84BF,C,,,,,,,,,,
5680,84C0,T,836A,C,,,,,,,,,,
5681,84C1,T,84C1,J,,,,,,,,,,
5682,84C4,T,84C4,J,,,,,,,,,,
5683,84C6,T,84C6,J,5E2D,C,,,,,,,,
5684,84C9,T,84C9,J,,,,,,,,,,
5685,84CA,T,84CA,J,84CA,C,,,,,,,,
5686,84CB,T,84CB,J,8462,J,76D6,J,,,,,,
5687,84CD,T,84CD,J,,,,,,,,,,
5688,84D0,T,84D0,J,,,,,,,,,,
5689,84D1,T,84D1,J,7C11,J,7C14,J,,,,,,
5690,84D3,CU,,,,,,,,,,,,
5691,84D6,T,84D6,J,84D6,C,,,,,,,,
5692,84D9,JU,,,,,,,,,,,,
5693,84DA,T,84DA,J,,,,,,,,,,
5694,84E0,CU,863A,C,,,,,,,,,,
5695,84EC,T,84EC,J,,,,,,,,,,
5696,84EE,T,84EE,J,83B2,C,,,,,,,,
5697,84EF,T,82C1,C,,,,,,,,,,
5698,84F0,T,84F0,C,,,,,,,,,,
5699,84F4,T,84F4,J,8493,J,8493,T,,,,,,
5700,84FC,T,84FC,J,,,,,,,,,,
5701,84FD,T,835C,C,,,,,,,,,,
5702,84FF,T,84FF,J,,,,,,,,,,
5703,8500,T,8500,J,,,,,,,,,,
5704,850C,T,850C,C,,,,,,,,,,
5705,8511,T,8511,J,,,,,,,,,,
5706,8513,T,8513,J,,,,,,,,,,
5707,8514,T,8514,J,535C,C,,,,,,,,
5708,8515,T,8515,J,8482,J,8482,T,,,,,,
5709,8517,T,8517,J,,,,,,,,,,
5710,8518,T,8518,J,,,,,,,,,,
5711,851A,T,851A,J,,,,,,,,,,
5712,851E,T,848C,C,,,,,,,,,,
5713,851F,T,851F,J,,,,,,,,,,
5714,8521,T,8521,J,,,,,,,,,,
5715,8523,T,848B,C,848B,J,,,,,,,,
5716,8525,T,8525,J,,,,,,,,,,
5717,8526,T,8526,J,8311,C,,,,,,,,
5718,852B,CU,,,,,,,,,,,,
5719,852C,T,852C,J,,,,,,,,,,
5720,852D,T,852D,J,836B,C,,,,,,,,
5721,852F,KU,,,,,,,,,,,,
5722,8538,CU,,,,,,,,,,,,
5723,853B,CU,,,,,,,,,,,,
5724,853D,K,853D,J,,,,,,,,,,
5725,853F,KU,,,,,,,,,,,,
5726,8540,T,8540,J,,,,,,,,,,
5727,8541,T,8541,J,8368,C,,,,,,,,
5728,8543,T,8543,J,,,,,,,,,,
5729,8548,T,8548,J,,,,,,,,,,
5730,8549,T,8549,J,,,,,,,,,,
5731,854A,T,854A,J,854B,J,8602,J,,,,,,
5732,854E,T,854E,J,835E,C,,,,,,,,
5733,8553,T,82B8,C,,,,,,,,,,
5734,8555,K,8555,J,83B8,C,,,,,,,,
5735,8556,T,8556,C,,,,,,,,,,
5736,8557,T,8557,J,,,,,,,,,,
5737,8558,T,8558,J,835B,C,,,,,,,,
5738,8559,T,8559,C,,,,,,,,,,
5739,855E,T,855E,C,,,,,,,,,,
5740,8563,T,8563,J,,,,,,,,,,
5741,8564,T,8564,C,,,,,,,,,,
5742,8568,T,8568,J,,,,,,,,,,
5743,8569,T,8569,J,8361,C,862F,J,,,,,,
5744,856A,T,856A,J,829C,C,,,,,,,,
5745,856D,T,856D,J,8427,C,,,,,,,,
5746,8577,T,8577,J,84E3,C,,,,,,,,
5747,8579,T,8579,C,,,,,,,,,,
5748,857A,T,857A,C,,,,,,,,,,
5749,857B,CU,,,,,,,,,,,,
5750,857E,T,857E,J,,,,,,,,,,
5751,8580,T,8580,J,,,,,,,,,,
5752,8584,T,8584,J,8584,C,,,,,,,,
5753,8585,T,8585,C,,,,,,,,,,
5754,8587,T,8587,J,,,,,,,,,,
5755,8588,T,8588,J,835F,C,,,,,,,,
5756,858A,T,858A,J,84DF,C,,,,,,,,
5757,858C,T,8297,C,,,,,,,,,,
5758,858F,T,858F,C,,,,,,,,,,
5759,8590,T,8590,J,,,,,,,,,,
5760,8591,T,8591,J,59DC,C,,,,,,,,
5761,8594,T,8594,J,8537,C,,,,,,,,
5762,8599,T,8599,J,,,,,,,,,,
5763,859B,T,859B,J,,,,,,,,,,
5764,859C,T,859C,J,,,,,,,,,,
5765,85A4,T,85A4,J,,,,,,,,,,
5766,85A6,T,85A6,J,832C,C,,,,,,,,
5767,85A8,T,85A8,J,,,,,,,,,,
5768,85A9,T,85A9,J,85A9,K,8428,C,,,,,,
5769,85AA,T,85AA,J,,,,,,,,,,
5770,85AF,K,85AF,J,85AF,T,,,,,,,,
5771,85B0,T,85B0,C,85AB,J,,,,,,,,
5772,85B7,CU,,,,,,,,,,,,
5773,85B9,T,85B9,J,,,,,,,,,,
5774,85BA,T,85BA,J,8360,C,,,,,,,,
5775,85C1,J,85F3,J,,,,,,,,,,
5776,85C9,T,85C9,J,,,,,,,,,,
5777,85CD,T,85CD,J,84DD,C,,,,,,,,
5778,85CE,T,8369,C,,,,,,,,,,
5779,85CF,T,85CF,J,8535,J,,,,,,,,
5780,85D0,T,85D0,J,,,,,,,,,,
5781,85D5,T,85D5,J,,,,,,,,,,
5782,85DC,T,85DC,J,,,,,,,,,,
5783,85DD,T,85DD,J,827A,C,82B8,J,,,,,,
5784,85E4,T,85E4,J,,,,,,,,,,
5785,85E5,T,85E5,J,85AC,J,836F,C,,,,,,
5786,85E9,T,85E9,J,,,,,,,,,,
5787,85EA,T,85EA,J,85AE,J,,,,,,,,
5788,85F7,K,85F7,J,85F7,T,,,,,,,,
5789,85F9,T,85F9,J,853C,C,,,,,,,,
5790,85FA,T,85FA,J,853A,C,,,,,,,,
5791,85FB,T,85FB,J,,,,,,,,,,
5792,85FE,T,85FE,J,,,,,,,,,,
5793,85FF,T,85FF,C,,,,,,,,,,
5794,8604,T,8604,J,8572,C,,,,,,,,
5795,8605,T,8605,C,,,,,,,,,,
5796,8606,T,8606,J,82A6,J,,,,,,,,
5797,8607,T,8607,J,82CF,C,8613,J,,,,,,
5798,860A,T,860A,J,8574,C,,,,,,,,
5799,860B,T,860B,J,85B2,T,82F9,C,,,,,,
5800,8610,JU,8610,T,,,,,,,,,,
5801,8611,T,8611,C,,,,,,,,,,
5802,8616,T,8616,J,,,,,,,,,,
5803,861A,T,861A,J,85D3,C,,,,,,,,
5804,861E,T,8539,C,861E,J,,,,,,,,
5805,8622,T,8622,J,830F,C,,,,,,,,
5806,8627,T,8627,J,8627,C,,,,,,,,
5807,8629,T,8629,C,8629,J,,,,,,,,
5808,862D,T,862D,J,5170,C,,,,,,,,
5809,8630,JU,,,,,,,,,,,,
5810,8638,T,8638,C,8638,J,,,,,,,,
5811,863C,T,863C,J,863C,C,,,,,,,,
5812,863F,T,863F,J,841D,C,,,,,,,,
5813,8640,J,97F2,J,9F4F,J,,,,,,,,
5814,864D,J,864D,T,,,,,,,,,,
5815,864E,J,864E,C,4E55,J,,,,,,,,
5816,8650,T,8650,J,,,,,,,,,,
5817,8654,J,,,,,,,,,,,,
5818,8655,J,51E6,J,5904,C,,,,,,,,
5819,865B,T,865A,J,8657,J,,,,,,,,
5820,865C,T,865C,J,864F,C,,,,,,,,
5821,865E,T,865E,J,865E,C,,,,,,,,
5822,865F,J,865F,C,53F7,J,,,,,,,,
5823,8662,J,8662,C,,,,,,,,,,
5824,8667,J,8667,T,4E8F,C,,,,,,,,
5825,866B,J,87F2,J,,,,,,,,,,
5826,866E,CU,87E3,C,,,,,,,,,,
5827,866F,J,866C,J,,,,,,,,,,
5828,8679,J,,,,,,,,,,,,
5829,867A,J,,,,,,,,,,,,
5830,867B,J,8771,J,,,,,,,,,,
5831,867C,CU,,,,,,,,,,,,
5832,867F,CU,8806,C,,,,,,,,,,
5833,868A,J,8689,T,87C1,J,,,,,,,,
5834,868B,J,868B,C,,,,,,,,,,
5835,868C,J,868C,T,872F,J,,,,,,,,
5836,868D,J,,,,,,,,,,,,
5837,8693,J,,,,,,,,,,,,
5838,869C,C,869C,J,,,,,,,,,,
5839,86A3,J,,,,,,,,,,,,
5840,86A4,J,86A4,C,,,,,,,,,,
5841,86A6,J,86BA,C,,,,,,,,,,
5842,86A7,J,,,,,,,,,,,,
5843,86A8,J,,,,,,,,,,,,
5844,86A9,J,86A9,C,,,,,,,,,,
5845,86AA,J,,,,,,,,,,,,
5846,86AB,J,,,,,,,,,,,,
5847,86AF,J,,,,,,,,,,,,
5848,86B0,J,,,,,,,,,,,,
5849,86B1,J,,,,,,,,,,,,
5850,86B4,J,,,,,,,,,,,,
5851,86B5,J,,,,,,,,,,,,
5852,86B6,J,,,,,,,,,,,,
5853,86C0,J,86C0,C,,,,,,,,,,
5854,86C4,J,,,,,,,,,,,,
5855,86C6,J,,,,,,,,,,,,
5856,86C7,J,8675,J,,,,,,,,,,
5857,86C9,J,86C9,C,,,,,,,,,,
5858,86CB,J,,,,,,,,,,,,
5859,86D0,C,,,,,,,,,,,,
5860,86D1,J,,,,,,,,,,,,
5861,86D4,J,,,,,,,,,,,,
5862,86D8,CU,,,,,,,,,,,,
5863,86D9,J,,,,,,,,,,,,
5864,86DB,J,,,,,,,,,,,,
5865,86DE,J,,,,,,,,,,,,
5866,86DF,J,,,,,,,,,,,,
5867,86E4,J,,,,,,,,,,,,
5868,86E9,J,,,,,,,,,,,,
5869,86EC,J,,,,,,,,,,,,
5870,86ED,J,,,,,,,,,,,,
5871,86EF,JU,,,,,,,,,,,,
5872,86F3,CU,8784,C,,,,,,,,,,
5873,86F4,CU,8810,C,,,,,,,,,,
5874,86F8,K,86F8,J,,,,,,,,,,
5875,86F9,J,,,,,,,,,,,,
5876,86FA,J,86F1,C,,,,,,,,,,
5877,86FB,J,8715,C,,,,,,,,,,
5878,86FE,J,,,,,,,,,,,,
5879,8700,J,,,,,,,,,,,,
5880,8702,J,,,,,,,,,,,,
5881,8703,J,8704,J,,,,,,,,,,
5882,8706,J,86AC,C,,,,,,,,,,
5883,8707,J,,,,,,,,,,,,
5884,8708,J,8708,C,,,,,,,,,,
5885,8709,J,8709,C,,,,,,,,,,
5886,870A,J,,,,,,,,,,,,
5887,870D,J,,,,,,,,,,,,
5888,8711,J,,,,,,,,,,,,
5889,8712,J,,,,,,,,,,,,
5890,8713,J,,,,,,,,,,,,
5891,8718,J,9F05,T,,,,,,,,,,
5892,871A,J,,,,,,,,,,,,
5893,871C,J,,,,,,,,,,,,
5894,871E,J,,,,,,,,,,,,
5895,8721,J,,,,,,,,,,,,
5896,8722,C,,,,,,,,,,,,
5897,8723,J,,,,,,,,,,,,
5898,8725,J,8724,T,8777,T,,,,,,,,
5899,8729,J,8729,C,,,,,,,,,,
5900,872E,J,,,,,,,,,,,,
5901,8731,CU,,,,,,,,,,,,
5902,8734,J,,,,,,,,,,,,
5903,8737,J,8737,C,,,,,,,,,,
5904,873B,J,873B,C,,,,,,,,,,
5905,873E,J,,,,,,,,,,,,
5906,873F,J,,,,,,,,,,,,
5907,874C,J,,,,,,,,,,,,
5908,874E,J,,,,,,,,,,,,
5909,8753,J,8753,C,,,,,,,,,,
5910,8755,K,8755,J,8680,C,,,,,,,,
5911,8757,J,,,,,,,,,,,,
5912,8759,T,8759,J,8759,C,,,,,,,,
5913,875F,J,,,,,,,,,,,,
5914,8760,J,,,,,,,,,,,,
5915,8763,J,,,,,,,,,,,,
5916,8764,J,8764,C,,,,,,,,,,
5917,8765,J,87CA,J,,,,,,,,,,
5918,8766,J,867E,C,,,,,,,,,,
5919,8768,J,8671,J,,,,,,,,,,
5920,876E,J,,,,,,,,,,,,
5921,8770,CU,,,,,,,,,,,,
5922,8774,J,,,,,,,,,,,,
5923,8776,J,,,,,,,,,,,,
5924,8778,J,8778,C,8717,C,,,,,,,,
5925,877B,J,,,,,,,,,,,,
5926,877D,CU,,,,,,,,,,,,
5927,8782,J,8782,C,,,,,,,,,,
5928,8783,J,,,,,,,,,,,,
5929,8785,CU,,,,,,,,,,,,
5930,8788,J,,,,,,,,,,,,
5931,878B,J,,,,,,,,,,,,
5932,878D,J,878D,C,,,,,,,,,,
5933,8793,J,,,,,,,,,,,,
5934,8797,J,,,,,,,,,,,,
5935,879E,J,8682,C,,,,,,,,,,
5936,879F,J,,,,,,,,,,,,
5937,87A2,J,8424,C,86CD,J,,,,,,,,
5938,87A8,CU,,,,,,,,,,,,
5939,87AB,J,,,,,,,,,,,,
5940,87AC,J,,,,,,,,,,,,
5941,87AD,J,,,,,,,,,,,,
5942,87AF,J,,,,,,,,,,,,
5943,87B3,J,,,,,,,,,,,,
5944,87B5,J,,,,,,,,,,,,
5945,87BA,J,,,,,,,,,,,,
5946,87BB,J,877C,C,,,,,,,,,,
5947,87BD,J,,,,,,,,,,,,
5948,87C0,T,,,,,,,,,,,,
5949,87C4,J,86F0,C,,,,,,,,,,
5950,87C6,T,87C6,J,87C7,J,,,,,,,,
5951,87C8,J,8748,C,,,,,,,,,,
5952,87CB,J,,,,,,,,,,,,
5953,87D1,CU,,,,,,,,,,,,
5954,87D2,T,87D2,J,880E,J,,,,,,,,
5955,87D3,CU,,,,,,,,,,,,
5956,87DB,C,,,,,,,,,,,,
5957,87E0,J,,,,,,,,,,,,
5958,87E5,T,87E5,C,,,,,,,,,,
5959,87EA,J,,,,,,,,,,,,
5960,87EC,T,8749,C,8749,J,,,,,,,,
5961,87EE,CU,,,,,,,,,,,,
5962,87EF,J,86F2,C,,,,,,,,,,
5963,87F6,J,86CF,C,,,,,,,,,,
5964,87F7,JU,,,,,,,,,,,,
5965,87F9,J,87F9,C,880F,J,,,,,,,,
5966,87FB,J,8681,C,,,,,,,,,,
5967,87FE,J,,,,,,,,,,,,
5968,8803,J,8803,C,,,,,,,,,,
5969,8805,J,8747,C,877F,J,,,,,,,,
5970,880A,J,880A,C,,,,,,,,,,
5971,880D,J,874E,C,,,,,,,,,,
5972,8811,J,877E,C,,,,,,,,,,
5973,8813,T,8813,C,,,,,,,,,,
5974,8814,J,869D,C,,,,,,,,,,
5975,8815,J,8761,J,,,,,,,,,,
5976,8816,T,8816,J,,,,,,,,,,
5977,881B,T,881B,J,,,,,,,,,,
5978,881F,J,8721,C,,,,,,,,,,
5979,8821,J,,,,,,,,,,,,
5980,8822,J,,,,,,,,,,,,
5981,8823,T,8823,J,8807,T,86CE,C,,,,,,
5982,8827,J,,,,,,,,,,,,
5983,8831,J,86CA,C,,,,,,,,,,
5984,8832,J,8832,C,,,,,,,,,,
5985,8836,T,8695,C,8695,J,8745,J,,,,,,
5986,8839,J,8799,J,8827,J,,,,,,,,
5987,883B,J,86EE,J,,,,,,,,,,
5988,883C,J,,,,,,,,,,,,
5989,8840,J,,,,,,,,,,,,
5990,8844,J,,,,,,,,,,,,
5991,8846,J,4F17,C,773E,J,,,,,,,,
5992,884C,J,,,,,,,,,,,,
5993,884D,J,,,,,,,,,,,,
5994,8852,J,,,,,,,,,,,,
5995,8853,J,672F,C,,,,,,,,,,
5996,8857,J,,,,,,,,,,,,
5997,8859,J,,,,,,,,,,,,
5998,885B,T,885B,J,885E,J,536B,C,,,,,,
5999,885D,J,51B2,C,,,,,,,,,,
